ng,ne,po,xylabel,label,xlabel,id_str,flikes_cnt,fretweets_cnt,freplies_cnt,fclear_dull,fwarm_cool,fbrit_contrast,fbrit_mean,fsat_contrast,fsat_mean,ffct15,ffct14,ffct13,ffct12,ffct11,ffct10,ffct9,ffct8,ffct7,ffct6,ffct5,ffct4,ffct3,ffct2,ffct1,fadv_cnt,fdeg_adv,fperiod,f3dots,fqmark,fexclaim,fnegemoji,fposemoji,fnegemo,fposemo,user_id,tdate,ttime,containsText,deg_adv,adv_cnt,containsImage,fct1,fct2,fct3,fct4,fct5,fct6,fct7,fct8,fct9,fct10,fct11,fct12,fct13,fct14,fct15,sat_mean,sat_contrast,brit_mean,brit_contrast,warm_cool,clear_dull,containsSocial,replies_cnt,retweets_cnt,likes_cnt,mentions_cnt,retweet_cnt,reply_cnt,hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,imagetweet_cnt,originalTweet_cnt,query_cnt,sharingtweet_cnt,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,period,comma,colon,semic,qmark,exclaim,dash,quote,apostro,3dots,parenth,posemoji,negemoji,neuemoji,pos,neg,neu,reply_to,rfamily,rfriend,rposemo,raffect,rleisure,rsad,rdeath,rauxverb,ranger,rnegemo,rposemoji,rnegemoji
0.332291418,0.321133465,0.346575117,0,1,0,ID933036587704713216,83.37256384,4113.504006,0.02419782,0.591825951,0.118098051,195.9228232,116.3829184,191.7661406,57.61208923,114.7752386,49.08755382,46.81406716,115.1795948,49.1354974,46.32294357,115.2681696,48.59336837,45.60533832,115.6469826,45.64735522,44.44081071,123.4789413,38.7184305,34.25929647,0.150026726,0.0188186,1.160171297,0.055799025,-0.004777328,0.165354774,0.072564216,0.199617136,0.138102183,0.261248567,onlyursmusa,21-11-17,18:17:12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933036587704713216,0,0,0,0,0,0,0,0,0,0,0,0
0.372180279,0.298138461,0.32968126,0,-1,0,ID933040405519708165,106.5492795,5257.667693,-3.78E-06,0.817665226,0.225090827,250.3421691,148.6480012,245.0666125,73.63378115,146.7670284,62.68249408,59.78789162,147.2018812,62.81486844,59.19823257,147.3709679,62.0033842,58.35888981,147.8997885,58.32383776,56.72675319,157.8263371,49.46370012,43.74116757,0.193089277,0.032407714,1.519959538,0.032338605,0.058359774,0.146809373,0.016271003,0.280469269,0.138749272,0.380803502,PriyankaCentral,21-11-17,18:32:22,1,0,0,1,115,90,17,120,102,20,115,96,16,10,48,208,115,85,18,59.04564564,255,135.8157047,255,0.252468982,0.935276951,1,0,71,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933040405519708165,0,0,0,0,0,0,0,0,0,0,0,0
0.375805601,0.269023137,0.355171262,0,-1,0,ID933058801900638208,106.5492795,5257.667693,-3.78E-06,0.817665226,0.225090827,250.3421691,148.6480012,245.0666125,73.63378115,146.7670284,62.68249408,59.78789162,147.2018812,62.81486844,59.19823257,147.3709679,62.0033842,58.35888981,147.8997885,58.32383776,56.72675319,157.8263371,49.46370012,43.74116757,0.193089277,0.032407714,1.519959538,0.032338605,0.058359774,0.146809373,0.016271003,0.280469269,0.138749272,0.380803502,PriyankaCentral,21-11-17,19:45:28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933058801900638208,0,0,0,0,1,0,0,0,0,0,0,0
0.3685492,0.317839575,0.313611225,0,-1,0,ID933061055751884801,106.5492795,5257.667693,-3.78E-06,0.817665226,0.225090827,250.3421691,148.6480012,245.0666125,73.63378115,146.7670284,62.68249408,59.78789162,147.2018812,62.81486844,59.19823257,147.3709679,62.0033842,58.35888981,147.8997885,58.32383776,56.72675319,157.8263371,49.46370012,43.74116757,0.193089277,0.032407714,1.519959538,0.032338605,0.058359774,0.146809373,0.016271003,0.280469269,0.138749272,0.380803502,PriyankaCentral,21-11-17,19:54:25,1,0,0,1,75,46,11,50,153,5,50,109,7,50,128,6,75,51,10,55.46263681,255,98.528925,255,0.251746241,0.936423824,1,0,47,132,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933061055751884801,0,0,0,0,0,0,0,0,0,0,0,0
0.313482718,0.334861021,0.351656261,0,1,0,ID933188542276173824,106.3567915,5248.165149,0.000197219,0.815789578,0.224202227,249.8902038,148.3800322,244.6239398,73.50071729,146.5013292,62.56958495,59.680141,146.9359287,62.7012581,59.09130031,147.1043467,61.89201091,58.25296861,147.6319214,58.21855664,56.6247156,157.541074,49.37445817,43.66241844,0.192731633,0.032294853,1.516971413,0.032533449,0.057835406,0.146963397,0.016738531,0.279797773,0.138743898,0.37981057,onlyursmusa,22-11-17,4:21:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,ID933188542276173824,0,0,1,1,0,0,0,0,0,0,0,0
0.314374864,0.35730705,0.328318086,0,0,0,ID933190913756512256,102.4759148,5056.578116,0.00424971,0.777973419,0.206286584,240.7778354,142.9773336,235.6989237,70.81792945,141.1443928,60.29314994,57.50771011,141.5738857,60.41068539,56.93536891,141.7288222,59.64654099,56.11742182,142.2312786,56.09591482,54.56746863,151.789698,47.5751926,42.07470544,0.185520928,0.030019394,1.456725871,0.036461831,0.047263274,0.150068772,0.026164673,0.266259308,0.138635545,0.359791428,onlyursmusa,22-11-17,4:30:26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933190913756512256,0,0,0,0,0,0,0,1,0,0,0,0
0.275503321,0.437150713,0.287345966,0,0,0,ID933191659088572417,99.48893828,4909.120205,0.007368772,0.748867629,0.192497533,233.7643607,138.8190635,228.8296477,68.75308048,137.0213442,58.54105669,55.83566522,137.4469068,58.64771083,55.27602311,137.5914671,57.91828048,54.47376534,138.0745907,54.46219086,52.98407683,147.3630628,46.19036014,40.85269768,0.179971098,0.028268051,1.410356962,0.039485371,0.039126269,0.152458873,0.033419649,0.25583922,0.138552149,0.344383388,onlyursmusa,22-11-17,4:33:24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933191659088572417,0,0,0,0,0,0,0,0,0,0,0,0
0.306029461,0.339349936,0.354620604,0,1,0,ID933361738870870016,105.0170549,5182.026443,0.001596199,0.802734875,0.218017479,246.7444781,146.5149399,241.5428909,72.57457885,144.6520347,61.78372557,58.9301854,145.0848713,61.91051817,58.34704058,145.2486353,61.11684115,57.51574595,145.7675388,57.48578897,55.9145232,155.5556131,48.75332481,43.11431619,0.19024239,0.03150933,1.496173752,0.033889585,0.054185748,0.148035419,0.019992576,0.275124093,0.138706493,0.372899663,onlyursmusa,22-11-17,15:49:14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,ID933361738870870016,0,0,0,0,0,0,0,1,0,0,0,0
0.310575076,0.329185112,0.360239812,0,1,0,ID933363009208094720,105.2885524,5195.429448,0.001312696,0.80538041,0.219270818,247.3819592,146.8929008,242.1672653,72.76226075,145.0267941,61.94297994,59.08216386,145.459988,62.07076158,58.49786478,145.6246952,61.27392926,57.66514409,146.1453559,57.6342843,56.05844366,155.9579666,48.87919745,43.22538908,0.190746835,0.031668517,1.500388397,0.033614764,0.054925351,0.147818173,0.019333144,0.276071214,0.138714073,0.374300158,onlyursmusa,22-11-17,15:54:17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933363009208094720,0,0,1,1,0,0,0,0,0,0,0,0
0.359551648,0.298249462,0.34219889,0,-1,0,ID933380618104254465,106.5492795,5257.667693,-3.78E-06,0.817665226,0.225090827,250.3421691,148.6480012,245.0666125,73.63378115,146.7670284,62.68249408,59.78789162,147.2018812,62.81486844,59.19823257,147.3709679,62.0033842,58.35888981,147.8997885,58.32383776,56.72675319,157.8263371,49.46370012,43.74116757,0.193089277,0.032407714,1.519959538,0.032338605,0.058359774,0.146809373,0.016271003,0.280469269,0.138749272,0.380803502,PriyankaCentral,22-11-17,17:04:15,1,0,0,1,105,2,255,0,0,254,0,0,253,120,1,255,120,2,255,73.55284198,255,139.5759481,255,0.011663207,0.949311535,1,0,32,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933380618104254465,0,0,0,0,1,0,0,0,0,0,0,0
0.395700324,0.262949729,0.341349947,0,-1,0,ID933494881367965696,106.5492373,5257.66561,-3.74E-06,0.817664815,0.225090632,250.34207,148.6479424,245.0665155,73.63375198,146.7669701,62.68246933,59.78786799,147.2018229,62.81484354,59.19820913,147.3709094,62.00335978,58.35886659,147.8997297,58.32381468,56.72673082,157.8262746,49.46368055,43.74115031,0.193089199,0.032407689,1.519958883,0.032338647,0.058359659,0.146809406,0.016271105,0.280469122,0.138749271,0.380803284,AnyBodyCanFly,23-11-17,0:38:17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,4,2,0,0,1,1,1,0,3,1,2,1,0,4,2,1,1,0,1,2,1,1,0,0,0,4,0,0,0,1,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,1,2,3,0,3,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933494881367965696,0,0,2,2,0,0,0,1,0,0,0,0
0.387794721,0.250465883,0.361739396,0,-1,0,ID933530783310123009,106.5492795,5257.667693,-3.78E-06,0.817665226,0.225090827,250.3421691,148.6480012,245.0666125,73.63378115,146.7670284,62.68249408,59.78789162,147.2018812,62.81486844,59.19823257,147.3709679,62.0033842,58.35888981,147.8997885,58.32383776,56.72675319,157.8263371,49.46370012,43.74116757,0.193089277,0.032407714,1.519959538,0.032338605,0.058359774,0.146809373,0.016271003,0.280469269,0.138749272,0.380803502,alyees,23-11-17,3:00:57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,ID933530783310123009,0,0,1,1,0,0,0,0,0,0,0,0
0.332291418,0.321133465,0.346575117,0,1,0,ID933579564848205824,83.37256384,4113.504006,0.02419782,0.591825951,0.118098051,195.9228232,116.3829184,191.7661406,57.61208923,114.7752386,49.08755382,46.81406716,115.1795948,49.1354974,46.32294357,115.2681696,48.59336837,45.60533832,115.6469826,45.64735522,44.44081071,123.4789413,38.7184305,34.25929647,0.150026726,0.0188186,1.160171297,0.055799025,-0.004777328,0.165354774,0.072564216,0.199617136,0.138102183,0.261248567,onlyursmusa,23-11-17,6:14:47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933579564848205824,0,0,0,0,0,0,0,0,0,0,0,0
0.332291418,0.321133465,0.346575117,0,1,0,ID933580320456224769,80.4188746,3967.689386,0.027282122,0.56304452,0.104462667,188.9875077,112.2709886,184.9734168,55.57025122,110.6981379,47.35498613,45.16065577,111.0986075,47.39216967,44.68208974,111.1769217,46.88436783,43.97999898,111.5366174,44.0318377,42.87506444,119.1016372,37.34903081,33.05090693,0.144538744,0.017086775,1.114319129,0.05878887,-0.012823652,0.167718238,0.079738341,0.189313171,0.138019717,0.246012236,onlyursmusa,23-11-17,6:17:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933580320456224769,0,0,0,0,0,0,0,0,0,0,0,0
0.326000168,0.332298557,0.341701274,0,0,0,ID933777415804928003,102.4759148,5056.578116,0.00424971,0.777973419,0.206286584,240.7778354,142.9773336,235.6989237,70.81792945,141.1443928,60.29314994,57.50771011,141.5738857,60.41068539,56.93536891,141.7288222,59.64654099,56.11742182,142.2312786,56.09591482,54.56746863,151.789698,47.5751926,42.07470544,0.185520928,0.030019394,1.456725871,0.036461831,0.047263274,0.150068772,0.026164673,0.266259308,0.138635545,0.359791428,adil14384,23-11-17,19:20:59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID933777415804928003,0,0,0,0,0,0,0,0,0,0,0,0
0.342028057,0.297519772,0.36045217,0,1,0,ID934015609704271872,102.6862848,5066.963439,0.004030037,0.780023312,0.207257734,241.2717879,143.2701967,236.1827204,70.96335485,141.4347753,60.41654824,57.62547068,141.864545,60.53485005,57.05223509,142.0202123,59.76826077,56.23318302,142.5240303,56.21097648,54.67898544,152.1014618,47.67272506,42.16077031,0.185911797,0.030142739,1.45999159,0.036248886,0.047836355,0.14990044,0.025653712,0.266993185,0.138641418,0.360876602,onlyursmusa,24-11-17,11:07:29,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,3,0,0,0,0,3,1,2,4,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID934015609704271872,0,0,1,1,0,0,0,1,0,0,0,0
0.380028729,0.234521703,0.385449568,0,-1,0,ID934330950950907904,106.5492606,5257.666759,-3.76E-06,0.817665041,0.225090739,250.3421246,148.6479748,245.066569,73.63376807,146.7670023,62.68248298,59.78788102,147.201855,62.81485727,59.19822206,147.3709417,62.00337325,58.3588794,147.8997621,58.32382741,56.72674316,157.8263091,49.46369134,43.74115983,0.193089242,0.032407703,1.519959244,0.032338624,0.058359723,0.146809388,0.016271048,0.280469203,0.138749272,0.380803404,AnyBodyCanFly,25-11-17,8:00:32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,1,0,0,0,0,2,0,4,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,3,1,1,0,1,0,0,4,1,5,2,4,2,0,1,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,ID934330950950907904,0,0,0,0,1,0,0,0,0,0,0,0
0.405383121,0.274807586,0.319809293,0,-1,0,ID934391028328435713,106.5253952,5256.488601,2.12E-05,0.817432492,0.224980568,250.2860884,148.6147511,245.0116849,73.61727036,146.73406,62.66848412,59.77452173,147.1688813,62.80077147,59.18496423,147.3378851,61.98956481,58.34574692,147.866551,58.31077429,56.71409219,157.7909412,49.45262682,43.73139624,0.1930449,0.03239371,1.519588766,0.032362781,0.05829471,0.146828484,0.016329014,0.280385948,0.138748605,0.380680297,adil14384,25-11-17,11:59:15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,4,2,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,3,0,2,1,1,0,0,1,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID934391028328435713,0,0,2,4,0,2,0,4,0,2,0,0
0.357823671,0.307702636,0.334473693,0,-1,0,ID934526492331184128,106.5492795,5257.667693,-3.78E-06,0.817665226,0.225090827,250.3421691,148.6480012,245.0666125,73.63378115,146.7670284,62.68249408,59.78789162,147.2018812,62.81486844,59.19823257,147.3709679,62.0033842,58.35888981,147.8997885,58.32383776,56.72675319,157.8263371,49.46370012,43.74116757,0.193089277,0.032407714,1.519959538,0.032338605,0.058359774,0.146809373,0.016271003,0.280469269,0.138749272,0.380803502,PriyankaCentral,25-11-17,20:57:33,1,0,0,1,0,0,254,30,2,254,30,2,253,150,1,255,150,2,255,49.48703288,255,195.1908539,249,0.047015485,0.927991989,1,0,61,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID934526492331184128,0,0,0,0,0,0,0,0,0,0,0,0
0.332291418,0.321133465,0.346575117,0,1,0,ID934825205972787200,80.4188746,3967.689386,0.027282122,0.56304452,0.104462667,188.9875077,112.2709886,184.9734168,55.57025122,110.6981379,47.35498613,45.16065577,111.0986075,47.39216967,44.68208974,111.1769217,46.88436783,43.97999898,111.5366174,44.0318377,42.87506444,119.1016372,37.34903081,33.05090693,0.144538744,0.017086775,1.114319129,0.05878887,-0.012823652,0.167718238,0.079738341,0.189313171,0.138019717,0.246012236,onlyursmusa,26-11-17,16:44:31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID934825205972787200,0,0,2,2,0,0,0,1,0,0,0,0
0.332291418,0.321133465,0.346575117,0,1,0,ID935005256261386240,80.4188746,3967.689386,0.027282122,0.56304452,0.104462667,188.9875077,112.2709886,184.9734168,55.57025122,110.6981379,47.35498613,45.16065577,111.0986075,47.39216967,44.68208974,111.1769217,46.88436783,43.97999898,111.5366174,44.0318377,42.87506444,119.1016372,37.34903081,33.05090693,0.144538744,0.017086775,1.114319129,0.05878887,-0.012823652,0.167718238,0.079738341,0.189313171,0.138019717,0.246012236,adil14384,27-11-17,4:39:59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,3,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID935005256261386240,0,0,1,1,0,0,0,4,0,0,0,0
0.420563909,0.258263954,0.321172137,0,-1,0,ID935160525733982208,106.5486606,5257.637143,-3.13E-06,0.817659196,0.22508797,250.340716,148.6471396,245.0651893,73.63335336,146.7661742,62.68213108,59.7875452,147.2010262,62.81450319,59.19788878,147.3701107,62.00302614,58.35854928,147.8989273,58.32349928,56.72642514,157.82542,49.46341321,43.74091439,0.193088127,0.032407351,1.519949931,0.032339231,0.058358089,0.146809868,0.016272506,0.28046711,0.138749255,0.38080031,onlyursmusa,27-11-17,14:56:58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,1,0,2,2,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,ID935160525733982208,0,0,3,4,0,0,0,1,1,1,0,0
